# areas, intensities, x, y
7.557000000000000000e+03,2.219210000000000000e+05,2.839465845954190826e+01,5.811799379058313662e+02
1.043500000000000000e+04,3.357800000000000000e+05,1.630404312347370421e+02,5.981783787003395219e+02
1.142600000000000000e+04,3.417530000000000000e+05,5.370842509063563739e+02,2.943280205294466896e+02
1.021300000000000000e+04,3.390700000000000000e+05,8.677642315746011263e+02,1.087480287256318661e+03
