# areas, intensities, x, y
8.065000000000000000e+03,6.134270000000000000e+05,3.380957277720087291e+02,6.058437336471984054e+02
1.036200000000000000e+04,6.528730000000000000e+05,4.397407520298741019e+02,2.155229041482799914e+02
9.170000000000000000e+03,6.178970000000000000e+05,5.354342649341233482e+02,4.528477545610352308e+02
7.707000000000000000e+03,6.133460000000000000e+05,8.563686353216618272e+02,7.960758250644823875e+02
