# areas, intensities, x, y
1.050600000000000000e+04,3.279050000000000000e+05,1.359668593037617654e+02,4.504025403699242247e+02
1.132500000000000000e+04,3.780550000000000000e+05,2.850985041858988893e+02,3.793072859769081333e+02
1.164300000000000000e+04,3.275470000000000000e+05,5.261386579635899352e+02,1.694740724231942295e+02
9.156000000000000000e+03,3.481770000000000000e+05,8.126351080054109843e+02,9.805380596650554708e+02
