0.00,-70.00,-60.00,-45.00,-30.00,-15.00,0.00,15.00,30.00,45.00,60.00,70.00
15.00,93.00,99.30,108.00,114.00,119.00,120.00,119.00,114.00,108.00,99.30,93.00
30.00,81.90,87.50,94.80,100.00,104.00,105.00,104.00,100.00,94.80,87.50,81.90
45.00,71.00,75.70,81.80,86.40,89.30,90.30,89.30,86.40,81.80,75.70,71.00
60.00,60.80,64.40,69.00,72.50,74.60,75.30,74.60,72.50,69.00,64.40,60.80
