# areas, intensities, x, y
6.347000000000000000e+03,2.418430000000000000e+05,3.020851668231042595e+02,5.371461071852399982e+02
7.957000000000000000e+03,2.671410000000000000e+05,6.141171403865374714e+02,1.386875395390449341e+02
7.098000000000000000e+03,2.608980000000000000e+05,7.234368028884852038e+02,1.108895315410620242e+03
6.515000000000000000e+03,2.599670000000000000e+05,7.729387691514692733e+02,6.712921332322948729e+02
