# areas, intensities, x, y
1.565700000000000000e+04,7.710930000000000000e+05,5.844794376294428275e+02,6.527814530802380659e+02
1.644400000000000000e+04,7.705670000000000000e+05,6.165668202764976513e+02,4.745542178681412793e+02
1.388400000000000000e+04,7.175060000000000000e+05,7.440448107751014959e+02,9.563951465214228165e+02
1.361900000000000000e+04,5.995570000000000000e+05,7.467507259526616963e+02,9.469501815507116760e+01
