# areas, intensities, x, y
3.651000000000000000e+03,1.238880000000000000e+05,1.587173414697145688e+02,5.525816301820999570e+02
4.121000000000000000e+03,1.266800000000000000e+05,4.757006788759077835e+02,1.217716158825386856e+03
1.550000000000000000e+03,4.120600000000000000e+04,5.222741833713537289e+02,2.426338397320778384e+01
3.297000000000000000e+03,1.204140000000000000e+05,5.532647366585280224e+02,5.869467005497699574e+02
