# areas, intensities, x, y
3.844000000000000000e+03,1.453780000000000000e+05,2.345281129194238474e+02,6.490953101569700721e+02
5.205000000000000000e+03,1.510880000000000000e+05,5.173558853118712477e+02,7.485296648310918499e+01
3.286000000000000000e+03,1.220310000000000000e+05,5.670418991895502359e+02,6.629038686891035468e+02
1.584000000000000000e+03,4.950700000000000000e+04,5.662963419314440898e+02,1.251937220999050624e+03
