# areas, intensities, x, y
6.276000000000000000e+03,2.065860000000000000e+05,1.594728539204011781e+02,4.974940557443389366e+02
7.180000000000000000e+03,2.337470000000000000e+05,3.726864088095248349e+02,1.104870907434106044e+02
7.656000000000000000e+03,2.673700000000000000e+05,5.789825485282567570e+02,1.017824176235179721e+03
6.532000000000000000e+03,2.576680000000000000e+05,7.667790878184330268e+02,5.910567163947405334e+02
