# areas, intensities, x, y
1.325300000000000000e+04,5.594230000000000000e+05,2.160554785913342926e+02,1.471597092003725322e+02
1.489300000000000000e+04,6.684430000000000000e+05,5.089546318833468490e+02,3.744002674872801322e+02
1.376700000000000000e+04,6.633370000000000000e+05,5.295676918368792485e+02,7.731535328196678165e+02
1.256500000000000000e+04,6.420040000000000000e+05,7.483829057139830638e+02,9.502828549354832148e+02
