# areas, intensities, x, y
6.383000000000000000e+03,2.323400000000000000e+05,2.713355943875355365e+02,5.224215718343806429e+02
7.888000000000000000e+03,2.595660000000000000e+05,5.530553886102186425e+02,1.226614078885524322e+02
7.279000000000000000e+03,2.681940000000000000e+05,6.669748987673102647e+02,1.043231973869661488e+03
6.662000000000000000e+03,2.647280000000000000e+05,8.857381765434710132e+02,6.245063385814873982e+02
