# areas, intensities, x, y
1.469500000000000000e+04,6.728850000000000000e+05,5.830974297242470357e+02,1.535004049726179005e+02
1.647600000000000000e+04,7.658010000000000000e+05,6.715856417006507399e+02,4.844697591149658820e+02
1.527700000000000000e+04,7.741540000000000000e+05,7.346469513817663710e+02,7.936772915983125358e+02
1.335100000000000000e+04,6.838460000000000000e+05,7.904597116894739202e+02,1.048086137814654194e+03
