# areas, intensities, x, y
1.413300000000000000e+04,5.836610000000000000e+05,1.374197008194825287e+02,4.245682442376653398e+02
1.335000000000000000e+04,5.522520000000000000e+05,2.099249780897126811e+02,1.181960771531836940e+02
1.375400000000000000e+04,6.558510000000000000e+05,5.241074222651180889e+02,8.190947013879676888e+02
1.259300000000000000e+04,6.314010000000000000e+05,6.938230965741264527e+02,9.904675158892684976e+02
