# areas, intensities, x, y
6.272000000000000000e+03,2.435950000000000000e+05,2.922839015579137367e+02,5.799015825447977477e+02
8.038000000000000000e+03,2.591930000000000000e+05,4.742494318905217483e+02,1.896611559725764096e+02
7.114000000000000000e+03,2.644300000000000000e+05,7.375894263132020114e+02,1.079540763150928342e+03
6.441000000000000000e+03,2.575020000000000000e+05,9.374112667086080819e+02,6.716755442676172834e+02
