# areas, intensities, x, y
8.122000000000000000e+03,2.986060000000000000e+05,1.197859989417493267e+02,4.843860773058813152e+02
9.675000000000000000e+03,3.349760000000000000e+05,2.198511893389377008e+02,2.873482040504394490e+02
9.450000000000000000e+03,3.689600000000000000e+05,6.703019514310494742e+02,1.093507700021682467e+03
8.611000000000000000e+03,3.617700000000000000e+05,7.082903723360145705e+02,8.053671006440556539e+02
