# areas, intensities, x, y
1.564000000000000000e+04,7.692250000000000000e+05,6.506006110045825608e+02,7.551189963924729227e+02
1.623300000000000000e+04,7.511860000000000000e+05,6.877835249858223960e+02,4.701666617854965580e+02
1.363000000000000000e+04,6.028110000000000000e+05,7.528449845805733958e+02,1.088621591178661276e+02
1.341200000000000000e+04,6.844350000000000000e+05,7.675732217084164404e+02,1.044371925748975400e+03
