# areas, intensities, x, y
1.062700000000000000e+04,4.331450000000000000e+05,1.350397506632385216e+02,2.841025104174481157e+02
1.002700000000000000e+04,4.501450000000000000e+05,1.350397506632385216e+02,2.841025104174481157e+02
1.106600000000000000e+04,4.701980000000000000e+05,4.851287989315139839e+02,9.067722023487976912e+02
1.032700000000000000e+04,4.706360000000000000e+05,7.893993128447463050e+02,8.089509366049345545e+02
