# areas, intensities, x, y
1.332300000000000000e+04,5.163228000000000000e+05,3.492111598070197829e+02,4.567043099031316160e+02
1.132300000000000000e+04,5.363228000000000000e+05,3.492111598070197829e+02,4.567043099031316160e+02
1.337700000000000000e+04,5.901550000000000000e+05,5.695431674729520637e+02,1.008053370724640104e+03
1.101400000000000000e+04,5.419220000000000000e+05,8.169131424817593370e+02,1.056836111100859625e+03
