# areas, intensities, x, y
1.0008600000000000000e+04,4.276740000000000000e+05,3.270738249600688050e+02,2.899969674050411186e+02
1.0108600000000000000e+04,4.316740000000000000e+05,3.270738249600688050e+02,2.899969674050411186e+02
1.085100000000000000e+04,4.589570000000000000e+05,4.740069592576210766e+02,8.909306950324322543e+02
1.019700000000000000e+04,4.579730000000000000e+05,7.966011402418920397e+02,7.962168643129616612e+02
