# areas, intensities, x, y
1.316700000000000000e+04,5.831110000000000000e+05,2.287677097499446859e+02,2.849643515557072533e+02
1.450400000000000000e+04,6.462330000000000000e+05,2.813179936648236890e+02,5.495073943918060877e+02
1.389600000000000000e+04,6.659710000000000000e+05,5.249788864680293727e+02,8.714718718983259578e+02
1.250200000000000000e+04,6.279120000000000000e+05,6.965554966301010609e+02,1.040425150339538050e+03
