# areas, intensities, x, y
9.039000000000000000e+03,3.056450000000000000e+05,1.323466505259369512e+02,1.452361530533789278e+02
8.159000000000000000e+03,3.038470000000000000e+05,1.748828983007895488e+02,3.372897971676534326e+02
9.393000000000000000e+03,3.715120000000000000e+05,5.295992350179806181e+02,9.347738404143069602e+02
8.571000000000000000e+03,3.688070000000000000e+05,7.750277462195674616e+02,6.783969962609169215e+02
