-7.000000000000000000e+01,7.822240000000000000e+05,3.688133333333333576e+04,4.494722289527517773e+02,5.846518488851147704e+05
-7.000000000000000000e+01,8.166626666666666279e+05,3.790800000000000000e+04,4.263346961613221424e+02,6.214681383938352810e+05
-7.000000000000000000e+01,8.470000000000000000e+05,3.878933333333333576e+04,3.921831467180075492e+02,8.158375187682964606e+05
-6.000000000000000000e+01,9.726293333333333721e+05,3.266933333333333212e+04,3.021028959977435875e+02,6.921771758939014981e+05
-6.000000000000000000e+01,9.199000000000000000e+05,3.102533333333333212e+04,2.996373108608433995e+02,2.476913811295908235e+05
-6.000000000000000000e+01,9.513440000000000000e+05,3.203333333333333212e+04,3.329028753299682535e+02,4.911522524963054457e+05
-4.500000000000000000e+01,9.224066666666666279e+05,3.122800000000000000e+04,3.966738999209590588e+02,3.901796633332256461e+05
-4.500000000000000000e+01,8.866706666666666279e+05,3.138000000000000000e+04,3.597946444790882197e+02,4.271940928829781478e+05
-4.500000000000000000e+01,1.053514666666666744e+06,3.934266666666666424e+04,3.329473384724749394e+02,3.501175990842787432e+05
-3.000000000000000000e+01,9.389060000000000000e+05,3.608900000000000000e+04,3.908156602856053610e+02,6.657362246606842382e+05
-3.000000000000000000e+01,9.299830000000000000e+05,3.579900000000000000e+04,3.870382956013174294e+02,3.245404889656304149e+05
-3.000000000000000000e+01,9.728650000000000000e+05,3.608200000000000000e+04,3.670839974805141424e+02,3.374522853599244845e+05
-1.500000000000000000e+01,1.040896000000000000e+06,3.539200000000000000e+04,2.859029895510989832e+02,1.585060473062749079e+05
-1.500000000000000000e+01,9.750700000000000000e+05,3.508400000000000000e+04,3.194187477822922574e+02,1.990272291169765522e+05
-1.500000000000000000e+01,1.034152000000000000e+06,3.549800000000000000e+04,3.336672975454287098e+02,3.614772229358542827e+05
0.000000000000000000e+00,1.079742000000000000e+06,3.563000000000000000e+04,2.676144132981280563e+02,2.682739040364564280e+05
0.000000000000000000e+00,1.042248000000000000e+06,3.517000000000000000e+04,2.807415004468132906e+02,4.611361307621791493e+05
0.000000000000000000e+00,1.076441000000000000e+06,3.600200000000000000e+04,2.506760174252405875e+02,6.813601327252375195e+05
1.500000000000000000e+01,1.080258000000000000e+06,3.536200000000000000e+04,2.684611349796298896e+02,1.218862755584530765e+06
1.500000000000000000e+01,1.066405000000000000e+06,3.535100000000000000e+04,3.029742722778362918e+02,1.026113034121683333e+06
1.500000000000000000e+01,1.065516000000000000e+06,3.606200000000000000e+04,3.568850996272224165e+02,2.579569785044426681e+05
3.000000000000000000e+01,1.038612000000000000e+06,3.705900000000000000e+04,3.039615375693835517e+02,1.246393435753877275e+06
3.000000000000000000e+01,9.488010000000000000e+05,3.492700000000000000e+04,4.497991461412573244e+02,1.245586813472379232e+06
3.000000000000000000e+01,1.019613000000000000e+06,3.752600000000000000e+04,3.522882886379833280e+02,6.858050778416940011e+05
4.500000000000000000e+01,9.779506666666666279e+05,3.570000000000000000e+04,2.644595534685032590e+02,2.360760335386052029e+05
4.500000000000000000e+01,9.836400000000000000e+05,3.366800000000000000e+04,1.685190035629780709e+02,1.902706515571182244e+05
4.500000000000000000e+01,9.820346666666666279e+05,3.671066666666666424e+04,1.827947833043927801e+02,5.072443141146391281e+05
6.000000000000000000e+01,9.859826666666666279e+05,3.960266666666666424e+04,1.618258209426349197e+02,2.886597319037508569e+05
6.000000000000000000e+01,9.409893333333333721e+05,3.722000000000000000e+04,2.592330856483237653e+02,5.712457277143019019e+05
6.000000000000000000e+01,1.030758666666666628e+06,3.925733333333333576e+04,1.332871297741812100e+02,2.165714019144560443e+05
7.000000000000000000e+01,9.866133333333333721e+05,3.886666666666666424e+04,1.672614858241960576e+02,4.241295462569079245e+05
7.000000000000000000e+01,1.006522666666666628e+06,3.960533333333333576e+04,1.740951313062501242e+02,5.300222477820224594e+05
7.000000000000000000e+01,9.939520000000000000e+05,4.086933333333333576e+04,2.093654851947073041e+02,3.337745010910767014e+05
