2.80E-02,5.20E-02,5.40E-02,4.00E-02
4.00E-02,4.80E-02,5.20E-02,3.00E-02
3.00E-02,5.60E-02,3.80E-02,4.00E-02
5.80E-02,4.80E-02,2.80E-02,5.00E-02
3.40E-02,5.80E-02,4.60E-02,4.40E-02
5.60E-02,6.30E-02,5.40E-02,3.80E-02
4.20E-02,5.10E-02,4.60E-02,5.00E-02
3.00E-02,4.80E-02,5.40E-02,5.80E-02
3.40E-02,3.20E-02,3.40E-02,3.60E-02
4.00E-02,5.80E-02,5.80E-02,5.60E-02
5.00E-02,5.80E-02,3.00E-02,2.80E-02
