# areas, intensities, x, y
1.037200000000000000e+04,2.380500000000000000e+05,1.749806049149338492e+02,5.834392396555346068e+02
9.864000000000000000e+03,2.810450000000000000e+05,5.274371506342400835e+02,8.576811293565087908e+02
1.013700000000000000e+04,2.902830000000000000e+05,9.341988438868277171e+02,8.863394825050037298e+02
