# areas, intensities, x, y
1.005300000000000000e+04,2.750810000000000000e+05,2.307903054009546224e+02,7.687010516902294057e+02
1.044900000000000000e+04,2.641680000000000000e+05,2.431392712213439893e+02,1.811182126525544334e+02
1.046500000000000000e+04,3.021110000000000000e+05,3.648047174713929621e+02,9.129614214642962224e+02
9.203000000000000000e+03,2.747400000000000000e+05,7.807731673582295571e+02,1.139767267234476321e+03
