# areas, intensities, x, y
8.202000000000000000e+03,2.145390000000000000e+05,1.686452533105868952e+02,4.361984627503624097e+02
9.937000000000000000e+03,2.611890000000000000e+05,4.356259107389668088e+02,7.021219002331645243e+02
1.007900000000000000e+04,2.879970000000000000e+05,7.556683055726274461e+02,9.472519227630843943e+02
2.592000000000000000e+03,6.378800000000000000e+04,1.008514657929391092e+03,4.005093591271085529e+02
