# areas, intensities, x, y
9.393000000000000000e+03,2.278770000000000000e+05,2.577293452169371903e+02,1.214704116694532559e+02
1.195800000000000000e+04,3.022850000000000000e+05,3.731780935210149437e+02,8.214776088790380300e+02
9.789000000000000000e+03,2.673560000000000000e+05,8.054736456260566229e+02,5.646694482263349073e+02
9.639000000000000000e+03,2.755950000000000000e+05,9.156244344055588726e+02,9.672447250494384434e+02
