# areas, intensities, x, y
9.422000000000000000e+03,2.337880000000000000e+05,1.526103735007784792e+02,5.157465652642565601e+02
1.032000000000000000e+04,2.946450000000000000e+05,5.980546284511869999e+02,7.949942065875884509e+02
1.088800000000000000e+04,2.638820000000000000e+05,9.253001076238622318e+02,2.223790974753867147e+02
