# areas, intensities, x, y
9.192000000000000000e+03,2.097620000000000000e+05,2.252075781123368472e+02,4.609734603979748613e+02
8.862000000000000000e+03,2.561500000000000000e+05,4.075197969939488303e+02,6.449401015030255166e+02
1.040300000000000000e+04,2.403010000000000000e+05,9.623017091064956503e+02,2.135458071335533248e+02
