# areas, intensities, x, y
6.946000000000000000e+03,1.737110000000000000e+05,2.354674603220291260e+02,2.319796098116987366e+02
8.953000000000000000e+03,2.228060000000000000e+05,4.661598071865209931e+02,4.763402511602021718e+02
5.550000000000000000e+03,1.595520000000000000e+05,5.173155334937825955e+02,7.437099252908142262e+02
